n03982430 736
n02111889 298
n04442312 851
n04515003 873
n03325584 552
n03272562 547
n03623198 615
n02797295 428
n04376876 845
n02910353 464
n02088094 160
n01829413 93
n02092339 251
n04200800 788
n01729322 54
n01532829 12
n04487081 866
n03598930 611
n03483316 589
n01667778 36
n03089624 509
n02787622 420
n02971356 478
n04277352 816
n13054560 989
n07718472 935
n07613480 919
n02101006 287
n09428293 970
n04591713 899
n07754684 947
n03938244 721
n02219486 324
n04606251 905
n03791053 670
n02097658 274
n04252225 803
n03769881 654
n03796401 675
n03770679 656
n03444034 573
n02167151 320
n06794110 911
n01917289 109
n02095570 262
n01855672 99
n03877472 697
n01986214 125
n04258138 807
n03763968 652
n03016953 493
n03393912 565
n02028035 141
n01695060 48
n03958227 728
n03018349 495
n02091831 249
n07892512 958
n02096294 266
n02410509 347
n02422106 351
n02437312 354
n07745940 941
n02113712 302
n02701002 407
n03980874 735
n07248320 913
n02843684 448
n03530642 599
n02483708 369
n02009912 132
n02165456 222
n02105855 181
n01980166 120
n01644900 32
n02497673 383
n03461385 582
n04209239 794
n04039381 752
n03041632 499
n03956157 727
n04461696 856
n03476684 584
n03733805 647
n02727426 410
n02422699 352
n03929855 715
n03710721 639
n04456115 854
n03218198 537
n04458633 855
n01728572 52
n04259630 808
n15075141 991
n13133613 990
n04325704 824
n02071294 148
n02966193 476
n04296562 819
n02117135 307
n02965783 475
n01820546 90
n01984695 123
n04357314 838
n02123597 311
n01689811 44
n04254120 804
n03662601 625
n02930766 468
n02786058 419
n03992509 739
n03908618 709
n02090379 241
n03485407 590
n03803284 676
n04552348 887
n07715103 930
n01608432 21
n02110185 294
n02105412 178
n03944341 723
n12620546 981
n07742313 940
n01945685 114
n02119022 210
n03496892 595
n03026506 496
n01985128 124
n02018207 137
n03075370 507
n01614925 22
n07747607 942
n04131690 773
n02457408 364
n07730033 938
n04372370 844
n03680355 630
n04326547 825
n02093647 254
n04562935 892
n04026417 748
n02672831 401
n02110627 295
n04125021 771
n07716358 931
n04238763 798
n02091635 248
n03891332 704
n02174001 322
n02895154 461
n04270147 813
n02132136 316
n02105251 177
n04081281 762
n03133878 521
n03467068 583
n07932039 961
n06359193 908
n07873807 955
n02364673 338
n03384352 561
n03825788 680
n04557648 890
n04501370 869
n13052670 988
n02130308 218
n01735189 57
n01828970 92
n03920288 712
n02277742 330
n01877812 104
n04355933 836
n03891251 703
n04380533 846
n07860988 953
n02108551 291
n04311004 821
n02113186 301
n02123394 213
n07579787 915
n03617480 614
n04264628 810
n01817953 87
n12998815 984
n02017213 136
n02013706 135
n02108089 290
n02100877 286
n02097130 270
n02963159 474
n03857828 688
n01616318 23
n02510455 388
n04371430 842
n02168699 223
n04553703 888
n02268853 329
n03788195 668
n02454379 363
n02190166 323
n03459775 581
n01774384 75
n02817516 439
n03532672 600
n03482405 588
n03291819 549
n07836838 952
n02098413 277
n04347754 833
n02114855 305
n07717410 933
n04367480 840
n02110806 198
n13044778 987
n03690938 631
n02109961 293
n02606052 392
n02408429 346
n03814906 679
n02089078 165
n04310018 820
n01744401 62
n03884397 699
n09246464 964
n02643566 396
n04275548 815
n02825657 442
n07871810 954
n02877765 455
n04008634 744
n01664065 33
n03197337 531
n01631663 27
n04118538 768
n02104029 173
n07590611 918
n03355925 557
n04266014 812
n02108422 193
n13037406 985
n04591157 898
n02094258 259
n02109525 195
n01629819 25
n07714990 929
n07831146 951
n07920052 959
n02389026 339
n03180011 527
n03131574 520
n03250847 542
n03255030 543
n01531178 11
n03775546 659
n01843383 96
n02006656 129
n04162706 785
n01734418 56
n02769748 414
n02033041 142
n02415577 349
n02808304 434
n02480495 365
n04599235 903
n03866082 689
n04435653 850
n04141327 777
n02259212 230
n01692333 45
n02927161 467
n01729977 55
n03207743 533
n01592084 19
n02808440 435
n02437616 355
n03476991 585
n04522168 875
n02951585 473
n02011460 133
n04613696 907
n02397096 343
n03297495 550
n04398044 993
n03063689 505
n03788365 669
n03014705 492
n02101388 288
n03240683 540
n03709823 636
n07614500 920
n02823750 441
n02095889 263
n02917067 466
n04127249 772
n07718747 936
n01833805 94
n02091467 247
n02115913 306
n03888605 702
n01742172 61
n04525038 877
n12985857 983
n01784675 79
n01514859 8
n04479046 861
n04589890 896
n02791124 423
n04235860 797
n02423022 353
n02412080 348
n03947888 724
n02909870 463
n02085620 151
n01981276 121
n04263257 809
n02129165 217
n03345487 555
n02129604 315
n02870880 453
n01685808 41
n03452741 579
n04346328 832
n09288635 966
n02102973 172
n02788148 421
n02447366 362
n03445924 575
n01872401 102
n04423845 999
n04208210 792
n02814533 436
n03424325 570
n01494475 4
n02113624 204
n02236044 229
n01675722 38
n02490219 377
n02231487 228
n03933933 718
n11939491 977
n03998194 741
n03208938 535
n02445715 361
n03447447 576
n02113799 205
n02112706 300
n03124170 515
n04604644 904
n02814860 437
n02099429 279
n02106382 184
n12057211 978
n04429376 849
n02229544 325
n02107312 188
n01580077 17
n02708093 409
n02087046 158
n03045698 501
n03937543 720
n01930112 111
n03930630 717
n01688243 43
n02112137 299
n07697537 926
n02124075 214
n03642806 620
n04067472 758
n04540053 882
n02106166 183
n02489166 376
n02395406 341
n03673027 628
n02125311 312
n04536866 881
n02098286 276
n04584207 895
n04141975 778
n03792972 672
n02105641 180
n02027492 140
n02092002 250
n04065272 757
n03970156 731
n02104365 174
n02865351 451
n02100236 283
n01518878 9
n01440764 0
n03976657 733
n01773797 74
n02444819 360
n04486054 865
n02112350 202
n04243546 800
n02484975 370
n02137549 318
n02443114 358
n02093859 256
n03868242 690
n02120079 211
n03223299 539
n02492035 378
n04146614 779
n02869837 452
n01798484 83
n02002556 127
n04252077 802
n02346627 336
n02966687 477
n04141076 776
n04507155 871
n02403003 345
n02100583 284
n03017168 494
n02906734 462
n04389033 847
n02105162 176
n03776460 660
n03134739 522
n02860847 450
n02804414 431
n01860187 100
n01498041 6
n01630670 26
n01773549 73
n03692522 633
n07753113 944
n03347037 556
n03259280 544
n02085782 152
n04070727 760
n02655020 397
n02793495 425
n02730930 411
n02361337 337
n02815834 438
n02088466 163
n04548362 885
n01910747 107
n02114367 206
n03594945 609
n03976467 732
n03337140 553
n03478589 586
n04417672 997
n02093428 253
n03691459 632
n04239074 799
n01944390 113
n03792782 671
n04311174 822
n03782006 664
n04120489 770
n03787032 667
n04399382 994
n02177972 225
n04285008 817
n03216828 536
n02172182 224
n02791270 424
n02097047 269
n02481823 367
n03447721 577
n09472597 972
n09332890 967
n07716906 932
n02281406 234
n03876231 696
n03991062 738
n04069434 759
n04418357 998
n01914609 108
n02342885 238
n04467665 859
n02442845 357
n04111531 766
n02108000 192
n02992211 486
n02077923 150
n03400231 567
n03028079 497
n02777292 416
n02979186 482
n04465501 858
n02110958 296
n01751748 65
n03658185 623
n03584829 606
n01795545 80
n02107908 191
n04179913 786
n02319095 333
n03404251 568
n01514668 7
n03124043 514
n03047690 502
n02892201 458
n04392985 992
n01775062 77
n04370456 841
n03100240 511
n03544143 604
n03141823 523
n02099267 278
n03967562 730
n03903868 708
n03417042 569
n02951358 472
n01558993 15
n03063599 504
n02090721 243
n01753488 66
n01667114 35
n02066245 147
n07880968 957
n04133789 774
n02133161 219
n02018795 138
n02106030 182
n02776631 415
n01950731 115
n02123045 212
n02488291 374
n07711569 927
n02356798 239
n07684084 922
n02999410 488
n03595614 610
n02099849 282
n04049303 756
n02098105 275
n03085013 508
n06596364 909
n02417914 350
n04004767 742
n02840245 446
n04317175 823
n03777754 662
n04355338 835
n02640242 394
n03109150 512
n02363005 240
n01537544 14
n02165105 319
n02325366 334
n02138441 221
n02974003 479
n03840681 684
n04443257 852
n03630383 617
n02093256 252
n01873310 103
n12267677 980
n02226429 227
n03759954 650
n02113978 303
n02108915 194
n02504013 385
n03670208 627
n03220513 538
n02088238 161
n03065424 506
n02099601 280
n03032252 498
n03954731 726
n02747177 412
n02127052 215
n04592741 900
n03000684 491
n01665541 34
n02105056 175
n02105505 179
n01883070 106
n04273569 814
n04597913 902
n02494079 382
n02106550 185
n04590129 897
n04532106 879
n03187595 528
n03706229 635
n03770439 655
n02790996 422
n04428191 848
n02276258 232
n03733281 646
n01622779 24
n02100735 285
n02134418 220
n02500267 384
n02939185 469
n10148035 974
n03841143 685
n03160309 525
n02981792 484
n04009552 745
n07802026 950
n03977966 734
n02086240 155
n03584254 605
n04371774 843
n04023962 747
n01737021 58
n02102040 168
n02441942 356
n04596742 901
n02111277 297
n02794156 426
n01669191 37
n02841315 447
n03492542 592
n04462240 857
n02834397 443
